date;greenbox;breached_range_high;breached_range_low;closed_above_range_high;closed_below_range_low;range_confirmed;range_holds_close;range_holds_wick;breakout_time;breakout_window;upday;range_holds;close_outside_range;max_retracement_time;max_expansion_time;retrace_into_range;retracement_in_minutes;expansion_in_minutes;expansion_window;retracement_window;took_out_day_open;took_out_ny_true_open;expansion_level;expansion_level_body;retracement_level;retracement_level_body;after_conf_max_level;after_conf_min_level;opening_level;closing_level;session_close_level;session_low_level;session_high_level;model;model_prev;upday_prev;range_holds_prev;range_multiplier
2023-12-22;false;false;true;false;true;true;true;true;1703206200000000;09:45 - 10:00;false;true;true;1703206500000000;1703221500000000;false;5.0;255.0;14:00 - 14:15;09:45 - 10:00;;;-3.7;-5.6;-0.2;-0.3;-3.8;-0.2;0.6;0.2;-3.3;-3.8;0.4;Strong Uptrend;Medium Uptrend;false;true;0.3
2023-12-27;false;false;true;false;true;true;true;true;1703637300000000;09:30 - 09:45;false;true;false;1703637600000000;1703639700000000;false;5.0;40.0;10:15 - 10:30;09:30 - 09:45;;;-1.9;-2.3;-0.4;-0.5;-2.0;0.0;0.5;0.0;0.0;-2.0;0.1;Strong Uptrend;Contraction;true;true;0.3
2023-12-28;true;true;false;true;false;true;true;true;1703723400000000;09:30 - 09:45;true;true;true;1703723700000000;1703740200000000;false;5.0;280.0;14:00 - 14:15;09:30 - 09:45;;;5.7;11.2;1.0;1.8;5.8;1.0;0.4;0.5;5.0;0.8;5.8;Strong Uptrend;Medium Downtrend;false;true;0.2
2024-08-09;false;true;true;true;true;true;false;false;1723167000000000;10:30 - 10:45;true;false;false;1723168800000000;1723172100000000;true;30.0;85.0;11:45 - 12:00;11:00 - 11:15;;;2.2;2.2;0.9;0.9;2.3;-0.5;1.0;0.3;0.4;-0.5;2.3;Strong Uptrend;Medium Downtrend;true;true;0.5
2024-08-12;true;true;false;true;false;true;true;true;1723425300000000;10:15 - 10:30;true;true;false;1723427100000000;1723432200000000;true;30.0;115.0;12:00 - 12:15;10:45 - 11:00;;;1.3;1.5;0.7;0.8;1.4;0.7;0.0;0.8;0.8;0.6;1.4;Strong Uptrend;Medium Downtrend;false;true;0.6
2024-08-13;false;true;false;true;false;true;true;true;1723524000000000;13:30 - 13:45;true;true;true;1723524900000000;1723526700000000;true;15.0;45.0;14:15 - 14:30;13:45 - 14:00;;;1.4;1.4;0.9;0.9;1.5;0.9;1.0;0.4;1.4;0.1;1.5;Contraction;Medium Downtrend;true;true;1.3
2024-08-14;false;true;true;true;true;true;false;false;1723599000000000;10:30 - 10:45;true;false;false;1723599900000000;1723600500000000;false;15.0;25.0;10:45 - 11:00;10:45 - 11:00;;;2.8;3.0;1.7;1.8;2.9;-0.8;0.8;0.7;0.8;-0.8;2.9;Strong Uptrend;Expansion;false;true;0.2
2024-08-15;true;true;false;true;false;true;true;true;1723683000000000;09:45 - 10:00;true;true;true;1723685100000000;1723688700000000;true;35.0;95.0;11:15 - 11:30;10:15 - 10:30;;;2.9;4.2;0.9;1.3;3.0;0.9;0.0;0.6;1.5;0.5;3.0;Medium Uptrend;Strong Uptrend;true;true;0.5
2024-08-16;false;true;true;true;true;true;false;false;1723768500000000;09:30 - 09:45;false;false;false;1723774500000000;1723783200000000;true;100.0;245.0;13:30 - 13:45;11:15 - 11:30;;;-0.6;-1.7;2.1;5.1;-0.7;2.1;0.4;0.0;1.0;-0.7;2.1;Strong Uptrend;Strong Uptrend;true;true;0.2
2024-08-19;false;false;true;false;true;true;true;true;1724035200000000;11:30 - 11:45;false;true;true;1724038200000000;1724042400000000;true;50.0;120.0;13:30 - 13:45;12:30 - 12:45;;;-0.3;-2.0;0.4;-0.2;-0.4;0.4;1.0;0.5;-0.3;-0.4;0.8;Medium Uptrend;Strong Uptrend;true;true;0.7
2024-08-20;false;true;true;true;true;true;false;false;1724115900000000;10:00 - 10:15;false;false;false;;;false;;;;;;;;;;;-0.2;1.5;0.7;0.3;1.3;-0.2;1.5;Contraction;Strong Downtrend;false;true;0.3
2024-08-21;false;true;true;true;true;true;false;false;1724200200000000;09:30 - 09:45;false;false;false;1724201400000000;1724206200000000;true;20.0;100.0;11:00 - 11:15;09:45 - 10:00;;;-0.6;-0.6;0.6;0.6;-0.7;1.9;0.3;0.0;1.8;-0.7;1.9;Medium Downtrend;Medium Uptrend;true;true;0.3
2024-08-22;false;false;true;false;true;true;true;true;1724288700000000;10:00 - 10:15;false;true;true;1724289900000000;1724297700000000;true;20.0;150.0;12:30 - 12:45;10:15 - 10:30;;;-2.0;-5.0;0.0;0.0;-2.1;0.0;0.0;0.0;-1.1;-2.1;0.4;Strong Uptrend;Weak Uptrend;false;true;0.4
2024-08-23;true;true;false;true;false;true;true;true;1724381100000000;11:45 - 12:00;true;true;true;1724381400000000;1724390700000000;true;5.0;160.0;14:15 - 14:30;11:45 - 12:00;;;2.2;3.1;0.9;1.3;2.3;0.9;0.0;0.8;2.1;0.2;2.3;Strong Downtrend;Strong Uptrend;false;true;0.2
2024-08-26;false;false;true;false;true;true;true;true;1724632200000000;09:30 - 09:45;false;true;false;1724634000000000;1724649000000000;true;30.0;280.0;14:00 - 14:15;10:00 - 10:15;;;-0.1;-0.1;0.9;0.9;-0.2;0.9;1.0;0.0;0.0;-0.2;0.9;Contraction;Medium Uptrend;true;true;0.9
2024-08-27;false;true;false;true;false;true;true;true;1724718600000000;09:30 - 09:45;true;true;true;1724722800000000;1724735400000000;true;70.0;280.0;14:00 - 14:15;10:30 - 10:45;;;3.7;7.0;0.1;-1.0;3.8;0.1;1.0;1.0;3.2;0.1;3.8;Contraction;Strong Uptrend;false;true;0.2
2024-08-28;false;true;false;true;false;true;true;true;1724817000000000;12:45 - 13:00;true;true;true;1724817300000000;1724822700000000;true;5.0;95.0;14:15 - 14:30;12:45 - 13:00;;;1.5;1.6;1.0;1.1;1.5;1.0;1.0;0.4;1.5;0.3;1.5;Weak Downtrend;Strong Uptrend;false;true;0.7
2024-08-29;true;true;false;true;false;true;true;true;1724891400000000;09:30 - 09:45;true;true;true;1724897700000000;1724904600000000;true;105.0;220.0;13:00 - 13:15;11:15 - 11:30;;;1.8;2.9;0.6;0.0;1.9;0.6;0.6;1.0;1.7;0.6;1.9;Strong Downtrend;Strong Uptrend;true;false;0.4
